"Review","Tokens"
"모바일버전에서 자막 사용시 뒤에 검은색 칸좀 없애면 안되냐?업그레이드를 했는데 옆그레이드도 아니고 다운그레이드가 되면 돈내고 쓰고 싶겠어? 내가 영어 일본어 고자라 자막에 영상 가리는건 어쩔수 없는데 그부분은 좀 최소화 해야되는거 아니냐고. 자막 시인성이 떨어지면 크기를 좀 조절할수 있게 해놓던가 12년 전에 최초의 동영상 어플리케이션도 이정도는 아니야.","스마트폰/NNG|버전/NNG|에서/JKM|자막/NNG|사용시/NNG|뒤/NNG|에/JKM|검정색/NNG|칸/NNG|좀/MAG|없애/VV|면/ECE|안/MAG|되/VV|냐/EFQ|?/SF|업그레이드/NNG|를/JKO|하/VV|었/EPT|는데/ECD|옆/NNG|그레이드/NNG|도/JX|아니/VV|고/ECE|다운/NNG|그레이드/NNG|가/JKC|되/VV|면/ECE|돈/NNG|내/VV|쓰/VV|고/ECE|싶/VXA|겠/EPT|어/EFN|?/SF|내/NP|가/JKS|영어/NNG|일본어/NNG|이/VCP|고/ECE|자라/NNG|자막/NNG|에/JKM|영상/NNG|가리/VV|는/ETD|것/NNB|은/JKS|어쩌/VV|ㄹ/ETD|수/NNB|없/VA|는데/ECD|그/MDT|부분/NNG|은/JX|좀/MAG|최소화/NNG|하/VV|어야/ECD|되/VV|는/ETD|거/NNB|아니/VCN|냐/EFQ|고/JKQ|./SF|자막/NNG|시인/NNG|성/XSN|이/JKS|떨어지/VV|면/ECE|크기/NNG|를/JKO|좀/MAG|조절/NNG|하/XSV|ㄹ/ETD|수/NNB|있/VV|게/ECD|하/VV|어/ECS|놓/VXV|더/EPT|ㄴ가/ECS|12/NR|년/NNM|전/NNG|에/JKM|최초/NNG|의/JKG|동영상/NNG|앱/NNG|리/NNG|케이/NNG|션/UN|도/JX|이/MDT|정도/NNG|는/JX|아니/VCN|야/EFN|./SF"

"잘 보고 있어요. 잘 보고 있는데 넷플릭스 콘텐츠가 3 4살 것만 자주 나와서요. 작년까진 괜찮았는데 올해부터 넷플릭스가 초심을 잃어가네요. 일루미네이션 같은 애니는 커녕 바비의 엄지공주 이딴 것만 나와서 새로운 컨텐츠가 기대가 가질 않네요. 제발 초심 잃지 말아주세요. .","잘/MAG|보/VV|고/ECE|있/VXV|어요/EFN|./SF|잘/MAG|보/VV|고/ECE|있/VXV|는데/ECD|넷플릭스/NNG|콘텐츠/NNG|가/JKS|3/NR|4/NR|사/VV|ㄹ/ETD|것/NNB|만/JX|자주/MAG|나오/VV|아서요/ECD|./SF|작년/NNG|까지/JX|는/JX|괜찮/VA|았/EPT|는데/ECD|올해/NNG|부터/JX|넷플릭스/NNG|가/JKS|초심/NNG|을/JKO|잃/VV|어/ECD|가/VXV|네요/EFN|./SF|일루/NNG|미/XPN|네이션/NNG|같/VA|은/ETD|애니는/UN|커녕/JX|바/NNG|비의/NNG|엄지/NNG|공주/NNG|이/NNG|땋/VV|ㄴ/ETD|것/NNB|만/JX|나오/VV|아서/ECD|새롭/VA|ㄴ/ETD|컨텐츠/NNG|가/JKS|기대/NNG|가/JKS|가지/VV|ㄹ/ETD|안/MAG|네요/EFN|./SF|제발/MAG|초심/NNG|잃/VV|지/ECD|말/VV|아/ECD|주/VXV|세요/EFN|./SF|./SF"

"앱 진입이 안되요 계속 자동 종료되는데 언제 수정되는 건가요?","앱/NNG|진입/NNG|이/JKS|안/MAG|되/VV|어요/EFN|계속/MAG|자동/NNG|종료/NNG|되/XSV|는데/ECD|언제/MAG|수정/NNG|되/XSV|는/ETD|것/NNB|이/VCP|ㄴ가요/EFQ|?/SF"

"아니 왜 자꾸 티비로 넷플릭스 보면 계속 꺼져요? 진짜 열번도 넘게 꺼지고 렉너무 심한데 좀 고쳐줘요.","아니/IC|왜/MAG|자꾸/MAG|티비/NNG|로/JKM|넷플릭스/NNG|보/VV|면/ECE|계속/MAG|꺼지/VV|어요/EFN|?/SF|진짜/MAG|열/NR|번/NNB|도/JX|넘/VV|게/ECD|꺼지/VV|고/ECE|버퍼링/NNG|너무/MAG|심하/VA|ㄴ데/ECE|좀/MAG|고치/VV|어/ECS|주/VXV|어요/EFN|./SF"

"자막 혹시 10년뒤에 수정할 생각이신건가요 정말 일 잘한다.","자막/NNG|혹시/MAG|10/NR|년/NNM|뒤/NNG|에/JKM|수정/NNG|하/XSV|ㄹ/ETD|생각/NNG|이/JKS|시/VV|ㄴ/ETD|것/NNB|이/VCP|ㄴ가요/EFQ|정말/MAG|일/NNG|잘/MAG|하/VV|ㄴ다/EFN|./SF"

"앱 열면 꺼지고 열면 꺼지고 버그 발생했다고 업데이트하라는 안내문만 하루종일뜨는데 정작 새로운 버전은 아직 안나왔고. 어떡하란거죠?","앱/NNG|열/VV|면/ECE|꺼지/VV|고/ECE|열/VV|면/ECE|꺼지/VV|고/ECE|버그/NNG|발생/NNG|하/XSV|었/EPT|다고/EFN|업데이트/NNG|하/XSV|라는/ETD|안내문/NNG|만/JX|하루/NNG|종일/NNG|뜨/VV|는데/ECD|정작/NNG|새/NNG|롭/XSA|ㄴ/ETD|버전/NNG|은/JX|아직/MAG|안/MAG|나오/VV|았/EPT|고/ECE|./SF|어떡/NNG|하/XSV|란/ETD|것/NNB|이/VCP|죠/EFN|?/SF"

"아니 있는게 뭐야? 보려는건 하나도 없어.","아니/IC|있/VXV|는/ETD|것/NNB|이/JKS|뭐/NP|야/JX|?/SF|보/VV|려는/ETD|건/NNM|하나/NR|도/JX|없/VA|어/ECD|./SF"

"말이 필요한가.","말/NNG|이/JKS|필요/NNG|하/XSA|ㄴ가/EFQ|./SF"

"일단 보유한 컨텐츠 관리라도 좀 해주셨음 좋겠네요 넷플릭스에 분명있었던 컨텐츠들도 다시보려고 하면 없어요 소리소문없이 사라지고 무슨 듣보잡 이상한 것들만 늘어나고 그리고 애니메이션 부분도 19세성인인증한 컨텐츠는 모자이크나 가림. 내용잘림 이런거 없이 무삭제로 좀 봤으면 싶네요 상식적으로 볼따구 까져서 피 흐르는거 까지 모자이크로 가려버리면 집중은 커녕 넷플릭스 스트리밍 자체를 해지하고 싶어집니다 뭐 성인들도 컨텐츠 검열합니까?","일단/MAG|보유/NNG|하/XSV|ㄴ/ETD|컨텐츠/NNG|관리/NNG|라도/JX|좀/MAG|하/VV|어/ECS|주/VXV|시/EPH|었/EPT|음/ETN|좋/VA|겠/EPT|네요/EFN|넷플릭스/NNG|에/JKM|분명/MAG|있었/VV|더/EPT|ㄴ/ETD|컨텐츠/NNG|들/XSN|도/JX|다시/MAG|보/VV|려고/ECD|하/VV|없/VA|어요/EFN|소리/NNG|소문/NNG|없이/MAG|사라지/VV|고/ECE|무슨/MDT|듣보잡/NNG|이상/NNG|하/XSV|ㄴ/ETD|것/NNB|들/NNM|만/NNB|늘어나/VV|고/ECE|그리/VV|고/ECE|애니메이션/NNG|부분/NNG|도/JX|19/NR|세/NNM|성인/NNG|인증/NNG|하/XSV|ㄴ/ETD|컨텐츠/NNG|는/JX|모자이크/NNG|나/JC|가림/NNG|./SF|내용/NNG|잘림/NNG|이런/MDT|거/NNB|없이/MAG|무/XPN|삭제/NNG|로/JKM|좀/MAG|보/VV|았/EPT|으면/ECD|싶/VXA|네요/EFN|상식적/NNG|으로/JKM|볼/NNG|따/VV|구/ECE|까지/VV|어서/ECD|피/NNG|흐르/VV|는/ETD|거/NNB|까/VV|지/ECD|모자이크/NNG|로/JKM|가리/VV|어/ECS|버리/VXV|면/ECE|집중/NNG|은/JX|커녕/JX|넷플릭스/NNG|스트리밍/NNG|자체/NNG|를/JKO|해지/NNG|하/XSV|고/ECE|싶/VXA|어/ECD|지/VXV|ㅂ니다/EFN|뭐/NP|성인/NNG|들/XSN|도/JX|컨텐츠/NNG|검열/NNG|하/XSV|ㅂ니까/EFQ|?/SF"

"좋은 서비스 좋아요.","좋/VA|은/ETD|서비스/NNG|좋/VA|아요/EFN|./SF"

"덕분에 감상굳.","덕분/NNG|에/JKM|감/NNG|상굳/UN|./SF"

"그냥 비추 볼만한건 드라마 몇개 제외하고는 없음.","그냥/MAG|비추/NNG|볼만/NNG|하/XSV|ㄴ/ETD|건/NNG|드라마/NNG|몇/MDT|개/NNM|제외/NNG|하/XSV|고/ECE|는/JX|없/VA|음/ETN|./SF"

"LG V50S 4K 화질 볼수있게 업데이트 좀 해 주세요.  SD화질? 장난합니까? 자막 검은배경도 없애주세요.  컴퓨터나 티비에서 볼때는 화질도 끝내주고 자막 검은배경도 없습니다 요금제도 제일 비싼 4K UHD 요금제 입니다 빠른 업데이트 부탁드립니다.","LG/OL|V/OL|50/NR|S/OL|화질/NNG|화질/NNG|보/VV|ㄹ/ETD|수/NNB|있/VV|게/ECD|업데이트/NNG|좀/MAG|하/VV|어/ECS|주/VXV|세요/EFN|./SF|SD/OL|화질/NNG|?/SF|장난/NNG|하/XSV|ㅂ니까/EFQ|?/SF|자막/NNG|검/VA|은/ETD|배경/NNG|도/JX|없애/VV|주/VXV|시/EPH|어요/EFN|./SF|컴퓨터/NNG|나/NP|티비/NNG|에서/JKM|보/VV|ㄹ/ETD|때/NNG|는/JX|화질/NNG|도/JX|끝내주/VV|고/ECE|자막/NNG|검/VA|은/ETD|배경/NNG|도/JX|없/VA|습니다/EFN|요금/NNG|제도/NNG|제일/NNG|비싸/VA|ㄴ/ETD|화질/NNG|화질/NNG|요금/NNG|제/XSN|이/VCP|ㅂ니다/EFN|빠르/VA|ㄴ/ETD|업데이트/NNG|부탁/NNG|드리/VV|ㅂ니다/EFN|./SF"

"자막 검은배경 누구 아이디어인가요? 구립니다 원상복구 시켜주세요. ","자막/NNG|검/VA|은/ETD|배경/NNG|누/VV|구/ECE|아이디어/NNG|이/VCP|ㄴ가요/EFQ|?/SF|구리/VA|ㅂ니다/EFN|원상/NNG|복구/NNG|시키/VV|어/ECS|주/VXV|세요/EFN|./SF"

"그래도 타플랫폼 어플보단 빠르고 간편함.","그리하/VV|여도/ECD|타/NNM|플랫폼/NNG|앱/NNG|보다/JKM|ㄴ/JX|빠르/VA|고/ECE|간편/XR|하/XSA|ㅁ/ETN|./SF"

"동영상 시작할 때마다 한국어 자막 나오지 않게 해주시고 자막 꺼짐 상태에서 언어로 얘기 나올 때 완전히 자막 없애게 해 주세요. . 그리고 돈 완전히 빼주지 마시고 완전히 뮤로로 바꿔주세요. ","동영상/NNG|시작/NNG|하/XSV|ㄹ/ETD|때/NNG|마다/JX|한국어/NNG|자막/NNG|나오/VV|지/ECD|안/MAG|게/ECD|하/VV|어/ECS|주/VXV|시/EPH|고/ECE|자막/NNG|끄/VV|어/ECS|짐/NNG|상태/NNG|에서/JKM|언어/NNG|로/JKM|얘기/NNG|나오/VV|ㄹ/ETD|때/NNG|완전히/MAG|자막/NNG|없애/VV|게/ECD|하/VV|어/ECS|주/VXV|세요/EFN|./SF|./SF|그리고/MAG|돈/NNG|완전히/MAG|빼주/VV|지/ECD|마시/VV|고/ECE|완전히/MAG|뮤로/UN|로/JKM|바꾸/VV|어/ECS|주/VXV|세요/EFN|./SF"

"업데이트 이후 자막뒤 검은배경때문에 집중이 안되고 오히려 방해가 되네요.자막 뒤 검은배경 좀 없애주세요. ","업데이트/NNG|이후/NNG|자막/NNG|뒤/NNG|검/VA|은/ETD|배경/NNG|때문/NNB|에/JKM|집중/NNG|이/JKS|안/MAG|되/VV|오히려/MAG|방해/NNG|가/JKC|되/VV|네요/EFN|./SF|자막/NNG|뒤/NNG|검/VA|은/ETD|배경/NNG|좀/MAG|없애/VV|주/VXV|시/EPH|어요/EFN|./SF"

"죠죠 보려고 가입했습니다.","죠/VA|죠/EFN|보/VV|려고/ECD|가입/NNG|하/XSV|었/EPT|습니다/EFN|./SF"

"없어요 볼게.","없/VA|어요/EFN|보/VV|ㄹ게/EFN|./SF"

"무료영화 무한 즐김 굿입니다.","무료/NNG|영화/NNG|무한/NNG|즐/MAG|김/NNG|굿/NNG|이/VCP|ㅂ니다/EFN|./SF"

"모스트 데인저러스 게임 2020도 추가해주시면 좋을것 같아요.","모스트데인저러스게임/NNP|2020/NR|도/JX|추가/NNG|하/XSV|어/ECS|주/VXV|시/EPH|면/ECE|좋/VA|을/ETD|것/NNB|같/VA|아요/EFN|./SF"

"인기영화 드라마도 많은데 애니가 별로 없어서 좀 아쉽네요.","인기/NNG|영화/NNG|드라마/NNG|도/JX|많/VA|은데/ECD|애니메이션/NNG|가/JKS|별로/MAG|없/VA|어서/ECD|좀/MAG|아쉽/VA|네요/EFN|./SF"

"뭐 하잔건지 진격의거인 보는데 자막의 배경에 가립니다 짜증나요 진짜 뭐하잔거요? 다 가립니다 빨리 지워주세요. . I DON T KNOW WHAT TO DO. PLEASE GIVE ME THE SUBTITLES BACKGROUND. YOU MAY NOT KNOW KOREAN SO I LL LEAVE IT IN ENGLISH.","뭐/NP|하/VV|자고/ECD|하/VV|는/ETD|것/NNB|이/VCP|ㄴ지/ECS|진격/NNG|의/JKG|거인/NNG|보/VV|는데/ECD|자막/NNG|의/JKG|배경/NNG|에/JKM|가리/VV|ㅂ니다/EFN|짜증나/VV|아요/EFN|진짜/MAG|뭐하/VV|자고/ECD|하/VV|는/ETD|거/NNB|이/VCP|요/EFN|?/SF|다/MAG|가리/VV|ㅂ니다/EFN|빨리/MAG|지우/VV|어/ECS|주/VXV|세요/EFN|./SF|./SF|I/OL|DON/OL|T/OL|KNOW/OL|WHAT/OL|TO/OL|DO/OL|./SF|PLEASE/OL|GIVE/OL|ME/OL|THE/OL|SUBTITLES/OL|BACKGROUND/OL|./SF|YOU/OL|MAY/OL|NOT/OL|KNOW/OL|KOREAN/OL|SO/OL|I/OL|LL/OL|LEAVE/OL|IT/OL|IN/OL|ENGLISH/OL|./SF"

"넷플릭스를 해지하고 3개월 지났는데요. 오늘 누군가가 제 이메일과 핸드폰 번호를 변경했다고 하네요. 그리고 9 500원이 결제 되었습니다. 지금 해외에 거주하고 있는 상황이라 고객센터 연락하기도 쉽지 않네요. 제 카드정보가 계속 남아있었다는게 당황스럽네요. 제 정보를 전부 삭제 요청하고 싶습니다.","넷플릭스/NNG|를/JKO|해지/NNG|하/XSV|고/ECE|3/NR|개월/NNM|지나/VV|었/EPT|는데요/ECD|./SF|오늘/NNG|누군가/NP|가/JKS|저/NP|의/JKG|이메일/NNG|과/JKM|스마트폰/NNG|번호/NNG|를/JKO|변경/NNG|하/XSV|었/EPT|다고/EFN|하/VV|네요/EFN|./SF|그리고/MAG|9/NR|500/NR|원/NNM|이/JKS|결제/NNG|되/VV|었/EPT|습니다/EFN|./SF|지금/NNG|해외/NNG|에/JKM|거주/NNG|하/XSV|고/ECE|있/VXV|는/ETD|상황/NNG|이/VCP|라/ECD|고객/NNG|센터/NNG|연락/NNG|하/XSV|기/ETN|도/JX|쉽/VA|지/ECD|안/MAG|네요/EFN|./SF|저/NP|의/JKG|카드/NNG|정보/NNG|가/JKS|계속/MAG|남/VV|아/ECD|있/VXV|었/EPT|다는/ETD|것/NNB|이/JKS|당황/NNG|스럽/XSA|네요/EFN|./SF|저/NP|의/JKG|정보/NNG|를/JKO|전부/MAG|삭제/NNG|요청/NNG|하/XSV|고/ECE|싶/VXA|습니다/EFN|./SF"

"재생하다가 앱 끄고 나중에 다시 들어왔을때 멈췄던 부분에서 다시 시작하지 않고 엉뚱한 이전 화면에서부터 재시작 되는 경우가 최근들어 너무 많이 생기네요. 앱을 지우고 다시 깔아도 계속 그러는데 해결 해 주세요. .","재생/NNG|하/XSV|다가/ECD|앱/NNG|끄/VV|고/ECE|나중/NNG|에/JKM|다시/MAG|들어오/VV|았/EPT|을/ETD|때/NNG|멈추/VV|었/EPT|더/EPT|ㄴ/ETD|부분/NNG|에서/JKM|다시/MAG|시작/NNG|하/VV|지/ECD|안/MAG|고/ECE|엉뚱/XR|하/XSA|ㄴ/ETD|이전/NNG|화면/NNG|에서/JKM|부터/JX|재/XPN|시작/NNG|되/VV|는/ETD|경우/NNG|가/JKS|최근/NNG|듣/VV|어/ECD|너무/MAG|많이/MAG|생기/VV|네요/EFN|./SF|앱/NNG|을/JKO|지우/VV|고/ECE|다시/MAG|깔/VV|아도/ECD|계속/MAG|그러/VV|는데/ECD|해결/NNG|하/VV|어/ECS|주/VXV|세요/EFN|./SF|./SF"

"광고도 없고 재미있어요 많은 시리즈가 있으니깐 정말 좋은데요? 너 무 좋아염 넷플릭스여 영원하라.","광고/NNG|도/JX|없/VA|고/ECE|재미/NNG|있/VV|어요/EFN|많/VA|은/ETD|시리즈/NNG|가/JKS|있/VV|으니깐/ECD|정말/MAG|좋/VA|은데요/EFN|?/SF|느/VV|어/ECS|무/NNG|좋/VA|아/ECD|염/NNG|넷플릭스/NNG|여/NNG|영원/NNG|하/XSV|라/ECD|./SF"

"제작 규정이나 의무인건지 장르나 스토리에 어색할 정도로 불필요한 동성애를 쑤셔넣는 거 보면 역겹다.그리고 오프닝 건너뛰기를 옵션으로 넣어라.","제작/NNG|규정/NNG|이나/JC|의무/NNG|이/VCP|ㄴ/ETD|것/NNB|이/VCP|ㄴ지/ECS|장르/NNG|나/JC|스토리/NNG|에/JKM|어색/XR|하/XSA|ㄹ/ETD|정도/NNG|로/JKM|불필요/NNG|하/XSV|ㄴ/ETD|동성애/NNG|를/JKO|쑤셔넣/VV|는/ETD|거/NNB|보/VV|면/ECE|역겹/VA|다/EFN|./SF|그리고/MAG|오프닝/NNG|건너뛰/VV|기/ETN|를/JKO|옵션/NNG|으로/JKM|넣/VV|어라/EFO|./SF"

"자막 장난?","자막/NNG|장난/NNG|?/SF"

"청각장애인용 자막좀 끌 수 있게 해 주세요. . 자막 때문에 영화보는데 집중이 안되요. 한국인이 모두 청각장애인이 아니잖아요?","청각/NNG|장애인/NNG|용/XSN|자막/NNG|좀/MAG|끄/VV|ㄹ/ETD|수/NNB|있/VV|게/ECD|하/VV|어/ECS|주/VXV|세요/EFN|./SF|./SF|자막/NNG|때문/NNB|에/JKM|영화/NNG|보/VV|는데/ECD|집중/NNG|이/JKS|안/MAG|되/VV|어요/EFN|./SF|한국인/NNG|이/JKS|모두/MAG|청각/NNG|장애인/NNG|이/JKC|아니/VCN|잖아요/EFN|?/SF"

"컴으로 들어가지지 않고 계속 디바이스 오류가 뜨네여.","컴퓨터/NNG|으로/JKM|듣/VV|어/ECD|가지/VXV|지/ECD|안/MAG|고/ECE|계속/NNG|디바이스/NNG|오류/NNG|가/JKS|뜨/VV|네/EFN|여/NR|./SF"

"한글버전은 NUMBERBLOCKS가 없네요. 미국버전은 이 프로그램이 있는데 넘버블럭스 우리도 보게해 주세요. ","한글/NNG|버전/NNG|은/JX|NUMBERBLOCKS/OL|가/JKS|없/VA|네요/EFN|./SF|미국/NNG|버전/NNG|은/JX|이/MDT|프로그램/NNG|이/JKS|있/VV|는데/ECD|넘/MAG|버블/NNG|럭스/NNG|우리/NP|도/JX|보/VV|게/ECD|하/VV|어/ECS|주/VXV|세요/EFN|./SF"

"한국어도 음성지원좀 해 주세요.  일본은 해주면서 왜 한국은 지원안해줌? 자막 일일이 보기 너무 눈 아파요.","한국어/NNG|도/JX|음성/NNG|지원/NNG|좀/MAG|하/VV|어/ECS|주/VXV|세요/EFN|./SF|일본/NNG|은/JX|하/VV|어/ECS|주/VXV|면서/ECE|왜/MAG|한국/NNG|은/JX|지원/NNG|안해/NNG|줌/NNG|?/SF|자막/NNG|일일이/MAG|보기/NNG|너무/MAG|눈/NNG|아프/VA|아요/EFN|./SF"

"자막 왜이래요? 검은배경없애주세요. ","자막/NNG|왜/MAG|이래/NNG|이/VCP|요/EFN|?/SF|검은배경없애/VV|주/VXV|시/EPH|어요/EFN|./SF"

"자막에 검은 배경 없애주세요.  이런 식으로 바뀡 줄 알았으면 업데이트 안했을텐데.","자막/NNG|에/JKM|검/VA|은/ETD|배경/NNG|없애/VV|주/VXV|시/EPH|어요/EFN|./SF|이런/MDT|식/NNB|으로/JKM|바/NNG|뀡/UN|줄/NNG|알/VV|았/EPT|으면/ECD|업데이트/NNG|안/MAG|하/XSV|었/EPT|을/ETD|터/NNB|이/VCP|ㄴ데/ECE|./SF"

"법대로 사랑하라 스트리밍 좀 해 주세요. ","법대/NNG|로/JKM|사랑/NNG|하/XSV|라/ECD|스트리밍/NNG|좀/MAG|하/VV|어/ECS|주/VXV|세요/EFN|./SF"

"나루투 보루토와 블랙 클로버와 합작을 넷플에서 하면 얼마나 좋을까.","나루/NNG|투/NNG|보루/NNG|토/NNG|와/JC|블랙클로버/NNP|와/JC|합작/NNG|을/JKO|넷플릭스/NNG|에서/JKM|하/VV|면/ECE|얼마나/MAG|좋/VA|을까/EFQ|./SF"

"좋네요.","좋/VA|네요/EFN|./SF"

"일 안하냐?","일/NNG|안하/NNG|이/VCP|냐/EFQ|?/SF"

"화면 닫은상태에서 재생이 멈추거나 꺼지거나 합니다 이상해 졌네요.","화면/NNG|닫/VV|은/ETD|상태/NNG|에서/JKM|재생/NNG|이/JKS|멈추/VV|거나/ECE|꺼지/VV|거나/ECE|하/VV|ㅂ니다/EFN|이상/NNG|하/XSV|어/ECS|지/VXV|었/EPT|네요/EFN|./SF"

"너무 재밌는 드라마와 영화가 있어서 좋아요.","너무/MAG|재미/NNG|있/VV|는/ETD|드라마/NNG|와/JC|영화/NNG|가/JKS|있/VV|어서/ECD|좋/VA|아요/EFN|./SF"

"좋아요 좋아요.","좋/VA|아요/EFN|좋/VA|아요/EFN|./SF"

"기묘한 이야기 땜에 해지 못하고 있슴 스띵은 시즌 10까지 내달라 영원히 끝나면 해지 각.","기묘/XR|하/XSA|ㄴ/ETD|이야기/NNG|땜/NNB|에/JKM|해지/NNG|못하/VX|고/ECE|있슴/UN|스띵/UN|은/JX|시즌/NNG|10/NR|까지/JX|내달/VV|ㄹ라/ECD|영원히/MAG|끝나/VV|면/ECE|해지/NNG|각/NNG|./SF"

"자막 검정 배경.","자막/NNG|검정색/NNG|배경/NNG|./SF"

"모자이크 좀 빼라.진격의거인 엉덩이까지 모자이크하네 검열이 너무심함.그리고 드라마같은거에 노래다올때 가사 1도 안적는건 뭔지 모르겠다.","모자이크/NNG|좀/MAG|빼/VV|라/ECD|./SF|진격/NNG|의/JKG|거인/NNG|엉덩이/NNG|까지/JX|모자이크/NNG|하/XSV|네/EFN|검열/NNG|이/JKS|너무/MAG|심하/VA|ㅁ/ETN|./SF|그리고/MAG|드라마/NNG|같/VA|은/ETD|거/NNB|에/JKM|노래/VV|다/ECS|오/VV|ㄹ/ETD|때/NNG|가사/NNG|1/NR|도/JX|안적/MAG|늘/VV|ㄴ/ETD|건/NNG|무엇/NNG|이/VCP|ㄴ지/ECD|모르/VV|겠/EPT|다/EFN|./SF"

"자막 젓같이도바꿨네 담당자 똥싸냐?","자막/NNG|젓/NNG|같이/JKM|도/JX|바꾸/VV|었/EPT|네/EFN|담당자/NNG|똥/NNG|싸/VV|냐/EFQ|?/SF"

"내가 찜한 컨텐츠가 변경이 안됩니다. 새로 추가되지도 않고 기존의 것도 삭제되지 않아요.","내가/NNG|찜/NNG|하/XSV|ㄴ/ETD|컨텐츠/NNG|가/JKS|변경/NNG|이/JKS|안/MAG|되/VV|ㅂ니다/EFN|./SF|새로/MAG|추가/NNG|되/VV|지/ECD|도/JX|안/MAG|고/ECE|기존/NNG|의/JKG|것/NNB|도/JX|삭제/NNG|되/XSV|지/ECD|안/MAG|아요/EFN|./SF"

"한산 언제 하는겨 맨날 같은메뉴만 나와.","한산/NNG|언제/MAG|하/VV|는/ETD|기/VV|어/ECS|맨날/MAG|같/VA|은/ETD|메뉴/NNG|만/JX|나오/VV|아/ECS|./SF"

"재생 사양이 수시로 SD로 바뀌는데 안고쳐주시나요? 매번 제거했가사 재설치 하기 번거로운데.","재생/NNG|사양/NNG|이/JKS|수시로/MAG|SD/OL|로/JKM|바꾸/VV|는데/ECD|안/MAG|고치/VV|어/ECS|주/VXV|시/EPH|나요/EFQ|?/SF|매번/MAG|제거/NNG|했가/UN|사/NNG|재설/NNG|하/XSV|지/ECD|하/VV|기/ETN|번거/XR|롭/XSA|ㄴ데/ECE|./SF"

"볼거리.핫한 영화와 시리즈. 애니메이션 까지 시간가는줄 모르고 보고.또보그.","볼거리/NNG|./SF|핫/NNG|하/XSV|ㄴ/ETD|영화/NNG|와/JKM|시리즈/NNG|./SF|애니메이션/NNG|까지/JX|시간/NNG|갈/VV|는/ETD|줄/NNB|모르/VV|고/ECE|보/VV|고/ECE|./SF|또/MAG|보/VV|고/ECS|./SF"

"자막 검정화면 나오는거 좀 없애주세요.  업데이트 괜히 했어요 제가 좋아하는 앱인데 안바뀌면 불편해서 못쓸거같아요 최대한 빨리 개선해 주세요. ","자막/NNG|검정색/NNG|화/XSN|이/VCP|면/ECE|나오/VV|는/ETD|거/NNB|좀/MAG|없애/VV|주/VXV|시/EPH|어요/EFN|./SF|업데이트/NNG|괜히/MAG|하/VV|었/EPT|어요/EFN|저/NP|가/JKS|좋/VV|는/ETD|앱/NNG|이/VCP|ㄴ데/ECE|안/MAG|바꾸/VV|면/ECE|불편/NNG|하/XSV|어서/ECD|못쓰/VV|ㄹ/ETD|거/NNB|같/VA|아요/EFN|최대한/MAG|빨리/MAG|개선/NNG|하/XSV|어/ECS|주/VXV|세요/EFN|./SF"

"자막 테두리 설정을 만들어 주시던가 테두리를 없애 주시던가 빠른 조치가 필요할 것 같습니다. 보는 내내 테두리에 신경이 쓰여서 제대로 보지도 못하고 중간에 꺼버리는 경우가 다반사네요.","자막/NNG|테두리/NNG|설정/NNG|을/JKO|만들/VV|어/ECD|주/VXV|시/EPH|더/EPT|ㄴ가/ECS|테두리/NNG|를/JKO|없애/VV|주시던가/UN|빠르/VA|ㄴ/ETD|조치/NNG|가/JKS|필요/NNG|하/XSV|ㄹ/ETD|것/NNB|같/VA|습니다/EFN|./SF|보/VV|는/ETD|내내/MAG|테두리/NNG|에/JKM|신경/NNG|이/JKS|쓰이/VV|어서/ECD|제대/NNG|로/JKM|보/VV|지/ECD|도/JX|못하/VX|고/ECE|중간/NNG|에/JKM|꺼/VV|어/ECS|버리/VXV|는/ETD|경우/NNG|가/JKS|다반사/NNG|이/VCP|네요/EFN|./SF"

"자막 꼬라지가 이게 뭐죠? 검은배경? 뭘 업뎃한겁니까?","자막/NNG|꼬라지/NNG|가/JKS|이것/NP|이/JKS|무엇/NNG|이/VCP|지요/ECD|?/SF|검/VA|은/ETD|배경/NNG|?/SF|무엇/NNG|을/JKO|업데이트/NNG|하/XSV|ㄴ/ETD|것/NNB|이/VCP|ㅂ니까/EFQ|?/SF"

"너무 볼께 많습니다.","너무/MAG|볼/NNG|께/JKM|많/VA|습니다/EFN|./SF"

"왜 어플 실행이안되나요.","왜/MAG|앱/NNG|실행/NNG|이/JKS|안/MAG|되/VV|나요/EFQ|./SF"

"버그인지 모느겠지만 넷플릭스가 먹통입니다. 그리고 다른분들도 말했듯이 처음시작할때 위에 이상한 그림이 뜸니다. 이점을 고치면 다 좋겠습니다.","버그/NNG|이/VCP|ㄴ지/ECD|모/NNG|느/VV|겠/EPT|지만/ECE|넷플릭스/NNG|가/JKS|먹통/NNG|이/VCP|ㅂ니다/EFN|./SF|그리고/MAG|다른/MDT|분/NNB|들/NNM|도/NNG|말하/VV|었/EPT|듯이/ECD|처음/NNG|시작/NNG|하/XSV|ㄹ/ETD|때/NNG|위/NNG|에/JKM|이상/NNG|하/XSV|ㄴ/ETD|그림/NNG|이/JKS|뜨/VV|ㅁ니다/EFN|./SF|이점/NNG|을/JKO|고치/VV|면/ECE|다/MAG|좋/VA|겠/EPT|습니다/EFN|./SF"

